id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,fl_optante_simples,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,fl_simples_irregular,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_filiais
bb61c09449a1c1f8b78955d8b7a7f73599e78358993fe24b56a3e11f7d6a0bce,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.81369863013699,> 20,False,False,False,False,False,2005-11-03,False,True,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,2.0,5.0,False,MA,VERDE,ACIMA DE 1 ANO,26.0,ALTA,False,644.27,OESTE MARANHENSE,PINDARE,True,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",141308380.0,144348380.0,2
16843c9ffb920170477118933798510d8d5f00f5c56c1221773356355bded321,True,SOCIEDADE SIMPLES LIMITADA,PI,ENTIDADES EMPRESARIAIS,SERVICOS DE EDUCACAO,SERVIÇO,16.389041095890413,15 a 20,False,False,False,False,False,2005-09-24,False,False,True,NAO,EDUCACAO,EDUCACAO,False,False,True,False,1.0,1.0,False,PI,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,688.31,NORTE PIAUIENSE,BAIXO PARNAIBA PIAUIENSE,True,2.0,2.0,0.0,70.0,70.0,70.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",27818640.0,27818640.0,0
1b8d092daff12bed8b3c2ab93bf5df2921865a68aca185f51e31e7105abb0c48,True,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,AM,ADMINISTRACAO PUBLICA,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,40.38082191780822,> 20,False,False,False,False,False,1998-07-28,False,True,True,SIM,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,False,False,0.0,0.0,False,AM,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,1881.35,CENTRO AMAZONENSE,MANAUS,True,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",92728800.0,92728800.0,0
3aafa3a1f12f483740a52956af100223333d0e3c79bf2ce341896dd554e72293,True,MUNICIPIO,PI,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.854794520547955,> 20,False,False,False,False,False,2005-10-14,False,False,False,SIM,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,2.0,1.0,False,PI,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,353.66,CENTRO NORTE PIAUIENSE,VALENCA DO PIAUI,True,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",24418584.0,24418584.0,0
c60431fbca90067f105570e1e8a684bcd7048205bbf6c40d71c3d558626f2344,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.865753424657534,> 20,False,False,False,False,False,2005-06-11,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,0.0,0.0,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,,AGRESTE POTIGUAR,BAIXA VERDE,True,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",38585484.0,38585484.0,1
5de08033561948a226f8ba8f8668a4ff4123be8ea7114dce5d7c0d74f61837bf,True,ASSOCIACAO PRIVADA,RN,ENTIDADES SEM FINS LUCRATIVOS,SERVICOS DE EDUCACAO,SERVIÇO,47.08767123287672,> 20,False,False,False,False,False,2005-09-24,False,True,True,SIM,EDUCACAO,EDUCACAO,False,False,True,False,1.0,4.0,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,1016.48,LESTE POTIGUAR,NATAL,True,3.0,3.0,0.0,38.0,40.0,36.0,2.0,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",42500700.0,93862150.0,1
194e619cb6417f92f75653406cf04106debc5035f13a8850b00428fd34d91d72,True,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,MA,ADMINISTRACAO PUBLICA,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,15.734246575342464,15 a 20,False,False,False,False,False,2003-02-06,False,False,False,SIM,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,False,False,0.0,0.0,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,1811.66,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,True,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",195554740.0,195554740.0,0
cc734f72fdd8753ba2e7638f3d09e0597fd859735904dafab03cec6b347b331d,True,EMPRESARIO INDIVIDUAL,AM,OUTROS,SERVICOS DE ALOJAMENTO/ALIMENTACAO,SERVIÇO,26.52054794520548,> 20,False,False,False,False,False,2003-03-15,False,False,False,SIM,ALIMENTACAO,ALOJAMENTO E ALIMENTACAO,False,False,True,False,5.0,3.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,857.89,CENTRO AMAZONENSE,MANAUS,True,1.0,1.0,0.0,63.0,63.0,63.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",26994384.0,27924384.0,1
7e46107cb32e64f7f90ec16372d29f205f0d9781140308267f8c5d07b65a22fe,True,SOCIEDADE EMPRESARIA LIMITADA,AC,ENTIDADES EMPRESARIAIS,"SERVICOS PROFISSIONAIS, TECNICOS E CIENTIFICOS",SERVIÇO,8.446575342465753,5 a 10,False,False,False,False,False,2010-05-20,False,True,True,NAO,SERVICOS DE ARQUITETURA E ENGENHARIA TESTES E ANALISES TECNICAS,ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS,False,False,True,False,1.0,11.0,False,AC,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,,VALE DO ACRE,RIO BRANCO,True,2.0,2.0,0.0,40.0,41.0,39.0,2.0,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",35185428.0,35185428.0,0
2206453fbc92af65e47ce6ee2be27fa90ac427845ea0a539a1ab78df1388e7d2,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,SERVICOS ADMINISTRATIVOS,SERVIÇO,11.035616438356163,10 a 15,False,False,False,False,False,2007-10-18,False,True,True,NAO,SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,False,False,True,False,0.0,3.0,False,RO,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,2346.09,,,True,2.0,2.0,0.0,49.0,64.0,34.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",22357944.0,22357944.0,0
a26e2d062d2662691912eb58ca56e55230e69874e083f5ae7b56f53622166981,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,SERVICOS DE ALOJAMENTO/ALIMENTACAO,SERVIÇO,5.9753424657534255,5 a 10,False,False,False,False,False,2012-11-07,False,True,True,SIM,ALOJAMENTO,ALOJAMENTO E ALIMENTACAO,False,False,True,False,0.0,1.0,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,3553.8,LESTE POTIGUAR,NATAL,True,3.0,1.0,2.0,71.0,71.0,71.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",23336748.0,23336748.0,0
e4fec97ff58e794ece4466230b5cad71486bd1021946fb2617a6605a9c18c8f7,True,MUNICIPIO,AC,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,29.65479452054794,> 20,False,False,False,False,False,2003-10-04,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,4.0,3.0,False,AC,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,365.15,VALE DO JURUA,TARAUACA,True,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",128738480.0,128738480.0,1
4b03e2427c4d2782f21a03f4336f613709f6c0b51f6b75848397ad68fb9feaf4,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.846575342465755,> 20,False,False,False,False,False,2005-07-30,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,19.0,30.0,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,1077.32,OESTE POTIGUAR,VALE DO ACU,True,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",240425170.0,240425170.0,0
98bb9b4cbb61c987c7cc2ca4ccc77ae9e74e2419cb6059afa588614ceb72e82c,True,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,MA,ADMINISTRACAO PUBLICA,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,19.723287671232878,15 a 20,False,False,False,False,False,1999-02-11,False,True,True,SIM,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,69.0,371.0,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,2179.92,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,True,,,,,,,,ACIMA DE 1 BILHAO DE REAIS,ACIMA DE 1 BILHAO DE REAIS,1375889300.0,1416499300.0,51
15c8518d0eb026d61abc5180f1e5ef9d111ae4690b364aa73db6fc7b2c12b6a8,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.854794520547955,> 20,False,False,False,False,False,2005-03-12,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,2.0,1.0,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,750.85,OESTE POTIGUAR,MEDIO OESTE,True,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",43427988.0,43637988.0,1
a950d7c2a1867a1075f4424dc1ee58a09ca2ea49634f59b979190e8323cf967a,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,SERVICOS DE EDUCACAO,SERVIÇO,21.528767123287672,> 20,False,False,False,False,False,2005-11-03,False,True,False,SIM,EDUCACAO,EDUCACAO,False,False,True,True,0.0,2.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,1487.54,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,31.0,31.0,31.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",22100364.0,22100364.0,0
bd4595e9ea66e85ecbbef094bb74a0d1ffec143312c6d65d5a4a5fd7f467366f,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,51.49863013698629,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,12.0,8.0,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,369.2,NORTE MARANHENSE,BAIXADA MARANHENSE,True,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",158205630.0,159135630.0,1
